ime,category
"Oryzopsis hymenoides","mountain rice"
somerset,somersault
patronym,patronymic
night-robe,nightgown
"break of serve",break
diwan,divan
law-makers,legislature
"telecom system","telecommunication system"
"hair gel",mousse
"major diatonic scale","major scale"
algarobilla,algarroba
"back street",alley
"basting stitch",baste
arteriola,arteriole
"turning point",landmark
"turning point",corner
"medical intern",intern
"rust fungus",rust
"con man","confidence man"
tercel,tiercel
barosaurus,barosaur
"freak out",disorientation
ambitiousness,ambition
jellyfish,"Portuguese man-of-war"
kuri-chiku,"black bamboo"
shrimp,runt
shrimp,prawn
"death bell","death knell"
"sweet orange tree","sweet orange"
"St. Vincent and the Grenadines","Saint Vincent and the Grenadines"
"one-armed bandit",slot
"ataxic aphasia","motor aphasia"
"duck-billed platypus",platypus
criminality,criminalism
"windward side","to windward"
"karaya gum","sterculia gum"
"New Zealand Dacryberry",kahikatea
patronne,patroness
"maned sheep",aoudad
"breach of the peace","disorderly conduct"
"Rosmarinus officinalis",rosemary
"profit and loss account","profit and loss"
"William Edward Burghardt Du Bois","Du Bois"
scholarship,eruditeness
schoolroom,classroom
workbag,workbasket
rapist,raper
"Clusia major","pitch apple"
"oil nut","buffalo nut"
"petroleum refinery","oil refinery"
"catatonic type schizophrenia","catatonic schizophrenia"
postiche,hairpiece
postiche,fake
teetertotter,seesaw
itemisation,listing
"collotype printing",collotype
pellitory,pellitory-of-the-wall
rapine,rape
"halftone engraving",halftone
"red juniper","eastern red cedar"
"Heracleum sphondylium","cow parsnip"
cheese,"tall mallow"
"Milvus migrans","black kite"
demesne,estate
demesne,domain
"manufacturing plant",factory
seats,seating
shriek,scream
shriek,screech
"hyaline membrane disease","respiratory distress syndrome"
unconscious,"unconscious mind"
bicuspid,premolar
"oral contraceptive pill",pill
"primary care provider","health professional"
miliaria,"prickly heat"
"mandibular fossa","glenoid fossa"
"Papaver argemone","prickly poppy"
slobber,drool
"progressive emphysematous necrosis","gas gangrene"
rockery,"rock garden"
brushwood,brush
"scrag end",scrag
karyoplasm,nucleoplasm
"somatic sense",somesthesia
"loud hailer",bullhorn
"wind sleeve",windsock
"Saint Ulmo's light","corona discharge"
gynaecology,gynecology
"ultraviolet illumination",ultraviolet
phthisis,"pulmonary tuberculosis"
lazaretto,"glory hole"
"bull terrier",bullterrier
dictyosome,"Golgi body"
"Plantago lanceolata","English plantain"
"semicircular arch","Roman arch"
authenticator,appraiser
"Conoclinium coelestinum",mistflower
"false fruit",pome
"religious ritual","religious ceremony"
loculus,locule
tzarina,czarina
"ruby-crowned wren","ruby-crowned kinglet"
"possible action",possibility
"Dialeurodes citri","citrus whitefly"
greyness,gray
enduringness,lastingness
"Testudo graeca","European tortoise"
"outdoor man","sporting man"
"Porzana porzana","spotted crake"
"dogs-tooth check","houndstooth check"
sunup,dawn
callithump,shivaree
tryout,trial
tryout,audition
gopherwood,"Kentucky yellowwood"
interestingness,interest
"musical accompaniment",accompaniment
shrink,psychiatrist
meticulosity,meticulousness
"cellular phone","cellular telephone"
"B lymphocyte","B cell"
"Rh factor","rhesus factor"
"sea ash","toothache tree"
"vena hemiazygos accessoria","accessory hemiazygos vein"
"sea slater","sea louse"
"Alaskan malamute",malamute
tompion,tampion
"Polygala paucifolia","flowering wintergreen"
lazarette,lazaretto
"American football game","American football"
"methyl group",methyl
dichromate,bichromate
"basket-handle arch","three-centered arch"
"low quality",inferiority
strewing,scatter
dichromasy,dichromacy
thoracentesis,thoracocentesis
bidding,command
bidding,bid
dolichocephalism,dolichocephaly
"Piper cubeba",cubeb
"Cordia gerascanthus",princewood
storyteller,narrator
"plantain tree",plantain
"Neotoma fuscipes","dusky-footed woodrat"
sassing,sass
redactor,redact
"sweep oar",sweep
"tank ship","oil tanker"
"vena vertebralis anterior","anterior vertebral vein"
"high stepper",stepper
"red bay",laurel-tree
"Carex arenaria","sand sedge"
twine,string
fascicule,fascicle
"elite group",elite
"Robert De Niro","De Niro"
self-worship,idiolatry
"taro plant",taro
"Cucurbita maxima","butternut squash"
"Cucurbita maxima","hubbard squash"
thick-knee,"stone curlew"
"Andira inermis","cabbage bark"
sphecoid,"sphecoid wasp"
"extension phone",extension
"cytotoxic T cell","killer T cell"
"natural law",law
pedagogue,educator
"silk-cotton tree",kapok
"Viccinium myrtillus",bilberry
"House of War","Dar al-harb"
"Begonia cocchinea","angel-wing begonia"
"Cypripedium acaule","moccasin flower"
stowage,storeroom
"rolling wave",roller
floweret,floret
mistrust,misgiving
mistrust,distrust
percoid,"percoid fish"
"Euphorbia corollata","wild spurge"
"optical maser",laser
setoff,set-back
demythologisation,demythologization
"baseball mitt","baseball glove"
"tornado lantern","hurricane lamp"
stretching,stretch
"Genetta genetta",genet
"gladdon iris","stinking iris"
"grain alcohol","ethyl alcohol"
locative,"locative role"
celluloid,film
pudding-face,"pudding face"
"force play","force out"
twirp,twerp
twirl,kink
twirl,spin
trustiness,trustworthiness
"jewelry store","jewelry dealer"
twist,turn
twist,construction
twist,device
twist,spin
twist,wrench
twist,kink
twist,bend
twist,eddy
twist,braid
twist,wind
"wine making",winemaking
"jenny wren",wren
"sea trifoly","sea milkwort"
"Campanula trachelium",throatwort
"wild bean",groundnut
"age bracket","age group"
"skunk bear",wolverine
arms-runner,gunrunner
"Fallot's syndrome","tetralogy of Fallot"
enculturation,socialization
"patchwork quilt",patchwork
ejaculate,semen
"stickup man","holdup man"
glass-cutter,"glass cutter"
"Polypodium polypodioides","grey polypody"
"Panama redwood","Panama redwood tree"
"color wheel","color circle"
"Campsis radicans","trumpet creeper"
chaulmugra,chaulmoogra
"Lilium longiflorum","Easter lily"
confederation,alliance
penchant,preference
bigarade,"sour orange"
"Cercopithecus aethiops",grivet
"man in the street","John Doe"
"Carduelis hornemanni",redpoll
"Carpenteria californica",carpenteria
"block capital","block letter"
"Archaeopteryx lithographica",archaeopteryx
syndactylism,syndactyly
glumness,gloom
glumness,moroseness
watchstrap,watchband
vileness,nefariousness
vileness,loathsomeness
"hedge pink",soapwort
"Yom Kippur War","Arab-Israeli War"
puking,vomit
"Amanita caesarea","royal agaric"
"Sansevieria guineensis","African bowstring hemp"
"laugh line","crow's foot"
"laugh line","punch line"
"jumping seed","jumping bean"
hayseed,yokel
"riddle canon","enigma canon"
"Galeopsis tetrahit","hemp nettle"
"Botrychium multifidum","leathery grape fern"
heroic,"heroic verse"
"interparietal suture","sagittal suture"
"Raphanus sativus",radish
scallion,leek
scallion,"green onion"
"palatine tonsil",tonsil
"Vaccinium pennsylvanicum","low-bush blueberry"
"New Zealand wine berry",makomako
anhydrosis,anhidrosis
eradicator,exterminator
cheatgrass,"downy brome"
"gray poplar","grey poplar"
spending,outgo
"Lebistes reticulatus",guppy
doodly-squat,jack
plough,plow
pacifier,conciliator
pacifier,comforter
"Bulnesia sarmienti","palo santo"
abseil,rappel
shelling,barrage
"Rio Bravo","Rio Grande"
"Physalis pubescens","downy ground cherry"
jamjar,jampot
"Caladenia cairnsiana","zebra orchid"
filaree,"redstem storksbill"
propellent,propellant
quintillionth,one-quintillionth
jupaty,jupati
superiority,transcendence
disrespect,contempt
stopgap,makeshift
"false dragon head","false dragonhead"
"Boston terrier","Boston bull"
"Betula cordifolia","American white birch"
"cat cracker","catalytic cracker"
snail-flower,snailflower
"legislative assembly",legislature
"public lavatory","public toilet"
pitch,"sales talk"
pitch,lurch
"Jordanella floridae",flagfish
"Egyptian cobra",asp
filaria,"redstem storksbill"
"Pan troglodytes schweinfurthii","eastern chimpanzee"
combustibleness,combustibility
"greater peritoneal sac","peritoneal cavity"
coigne,quoin
instant,"blink of an eye"
instant,moment
charlatan,mountebank
fish-fly,"fish fly"
image,persona
image,picture
image,prototype
image,trope
image,double
image,effigy
"space travel",spaceflight
burial,burying
domain,sphere
domain,world
domain,"knowledge domain"
"Carduelis flammea",redpoll
playroom,"rumpus room"
"Salix triandra","almond willow"
courtyard,court
racoon,raccoon
swearing,curse
swearing,oath
"Ajuga genevensis","erect bugle"
driving,drive
"Acrocomia vinifera",coyol
"Azolla caroliniana","mosquito fern"
"lawn tool","garden tool"
"peppermint candy",peppermint
abandonment,desertion
"royal blue","purplish blue"
dittany,fraxinella
"salmon pink","yellowish pink"
"Geranium robertianum","herb robert"
hands,"work force"
"read/write memory","random-access memory"
"glycerol tripalmitate",tripalmitin
"incidence angle","angle of incidence"
marshland,marsh
"Centaurium calycosum",rosita
"Betula leutea","yellow birch"
"piston chamber",cylinder
"square deal","fair deal"
wench,dame
"tipper truck","dump truck"
gimlet,auger
"Allium ascalonicum",shallot
"equiangular triangle","equilateral triangle"
"blank cheque","blank check"
"vorticose vein","vortex vein"
"inclination of an orbit",inclination
fakeer,fakir
"Chrysolophus pictus","golden pheasant"
"furry tongue","hairy tongue"
"alder dogwood","alder buckthorn"
cocksucker,asshole
"merchant vessels",shipping
"St. Edward the Confessor","Edward the Confessor"
acres,estate
aridity,fruitlessness
"Laccopetalum giganteum","giant buttercup"
stepper,hoofer
"flying field",airfield
"Anisotremus surinamensis",pompon
bonnethead,shovelhead
nonesuch,ideal
"sticktight flea",sticktight
"Salix pyrifolia","balsam willow"
"object-oriented programing","object-oriented programming"
"mouth harp",harmonica
"venae cerebrum inferior","inferior cerebral vein"
benjamin,benzoin
"Ranunculus aquatilis","water crowfoot"
"Cassia grandis","pink shower"
"rattan palm",rattan
hachure,hatch
tombstone,gravestone
"atomist theory",atomism
"Satureja calamintha glandulosa","lesser calamint"
potbelly,pot
"B vitamin","B-complex vitamin"
"Morus alba","white mulberry"
alteration,change
alteration,revision
infraction,misdemeanor
"Fringilla coelebs",chaffinch
distinctiveness,peculiarity
distinctiveness,disparateness
"downy poplar","swamp cottonwood"
semblance,illusion
semblance,likeness
"clockwise rotation",dextrorotation
windlass,winch
"mathematical statistician",statistician
necessary,necessity
"Bassariscus astutus",bassarisk
bench,terrace
bench,judiciary
bench,workbench
"sad sack",bungler
commandment,teaching
"cuckoo bread","common wood sorrel"
sluggishness,lethargy
sluggishness,languor
mujahadein,mujahidin
"exchange premium",agio
redberry,"red baneberry"
bricole,catapult
"defensive attitude",defensive
"characin fish",characin
"contagious abortion",brucellosis
denouncement,denunciation
imaum,imam
complainer,whiner
"genus Antrodemus","genus Allosaurus"
"Lagerstroemia indica","crape myrtle"
silverbush,"Jupiter's beard"
silverbush,silverberry
wholeheartedness,heartiness
undergrad,undergraduate
mujahadeen,mujahidin
fundament,basis
fundament,buttocks
fundament,foundation
bends,"decompression sickness"
"blow tube",blowtube
"blow tube",blowgun
two-timer,double-crosser
"greater knapweed","great knapweed"
topognosis,topognosia
"starting time",beginning
schizoid,"schizotypal personality"
"contact lens",contact
plunker,plunk
piscary,fishery
hockey,"field hockey"
hockey,"ice hockey"
"Sorbus sitchensis","Western mountain ash"
sulfa,"sulfa drug"
"computer storage",memory
"materia medica",pharmacology
standoffishness,aloofness
"Pennisetum cenchroides","buffel grass"
thanksgiving,grace
hymie,kike
priming,fuse
priming,"flat coat"
"Clematis vitalba","traveler's joy"
hiatus,suspension
hiatus,foramen
"rifle shot","rifle range"
"tendon of Achilles","Achilles tendon"
"vinegar worm","vinegar eel"
"African nation","African country"
"triquetrous leek","three-cornered leek"
nimbus,aura
"purchase agreement","purchase contract"
acromikria,acromicria
sulla,"French honeysuckle"
zoophilism,zoophilia
"written matter",copy
rumormonger,gossip
"capital punishment",execution
medusoid,medusa
"eutherian mammal",placental
"forward market","futures exchange"
"set phrase",idiom
"castle in the air",reverie
"Clitoria turnatea","blue pea"
"rug beater","carpet beater"
"Papaver alpinum","Iceland poppy"
"centre of gravity","center of gravity"
"mole plant","Japanese poinsettia"
"mole plant","caper spurge"
benni,sesame
benne,sesame
"Hakea lissosperma",needlebush
"physics laboratory","physics lab"
benny,sesame
"standard of life","standard of living"
hanky,handkerchief
outsider,foreigner
"gill bar","gill arch"
"tapioca plant","bitter cassava"
emollient,cream
chargeman,blaster
"mental state","psychological state"
myasthenia,"myasthenia gravis"
tittivation,titivation
"Taxodium distichum","bald cypress"
"sense experience",sensation
"golden pea","false lupine"
"minor mode","minor key"
"cold snap","cold spell"
"donkey boiler","auxiliary boiler"
"Anthyllis vulneraria","kidney vetch"
huffing,puffing
"small talk",chitchat
staurikosaurus,staurikosaur
"striped squirrel","eastern chipmunk"
"Hexalectris warnockii","Texas purple spike"
boxful,box
"Dalmatian pyrethrum",pyrethrum
sumach,sumac
height,acme
height,stature
height,altitude
"feudal lordship",seigniory
leatherwood,cyrilla
dribbling,dribble
"colorimetric analysis",colorimetry
"Comandra pallida","bastard toadflax"
"African sandalwood",camwood
cottage,bungalow
"Kussmaul's coma","diabetic coma"
"line double","line-drive double"
bioengineering,biotechnology
lustrelessness,flatness
"trunk call","long distance"
"oil rig","drill rig"
"divine revelation",revelation
"Carduelis spinus",siskin
"Stachys palustris","hedge nettle"
foreland,promontory
songster,songwriter
songster,songbird
stypsis,astringency
"rank-difference correlation","rank-order correlation coefficient"
zigadene,"death camas"
narcotraffic,"drug traffic"
"Cnemidophorus tigris","western whiptail"
"Clematis texensis","scarlet clematis"
"beau monde",society
"battle of the Bismarck Sea","Bismarck Sea"
damoiselle,damsel
foreskin,prepuce
"cow oak","basket oak"
"frozen metaphor","dead metaphor"
mucoviscidosis,"cystic fibrosis"
"check bit","parity bit"
"whitetail jackrabbit","white-tailed jackrabbit"
"wood pussy",skunk
"Komodo lizard","Komodo dragon"
"whole kit and caboodle","whole shebang"
rabble-rouser,demagogue
attainment,skill
peppermint,"red gum"
prank,buffoonery
prank,antic
remedy,redress
conveyer,"conveyer belt"
"sleeping room",bedroom
"dust jacket","book jacket"
"labor pool","labor force"
"Baccharis pilularis","coyote brush"
tackiness,cohesiveness
tackiness,cheapness
puncher,cowboy
puncher,punch
"piezo effect",piezoelectricity
"exotic dancer",stripper
"exotic dancer","belly dancer"
